id,project,input_url,github_repo,repo_url,match_source,match_confidence,stars,forks,latest_commit_main_branch_utc,contributor_diversity
5681,TestSprite,www.testsprite.com,TestSprite/Docs,https://github.com/TestSprite/Docs,domain_org_match,0.95,24,6,2026-02-19T08:08:42Z,"Mostly core-team maintained, some external contributions"
6022,Typesense,typesense.org,typesense/typesense,https://github.com/typesense/typesense,manual,0.99,25240,859,2026-02-19T06:58:37Z,"Mostly core-team maintained, some external contributions (multiple companies visible)"
6094,Marker.io,www.marker.io,,,unresolved,0.0,,,,No clear OSS repo found
7214,Expanso,www.expanso.io,,,unresolved,0.0,,,,No clear OSS repo found
4543,Requestly,https://requestly.com/,requestly/requestly,https://github.com/requestly/requestly,manual,0.99,6328,591,2026-02-19T04:51:27Z,Significant external contributor community (multiple companies visible)
5980,Wasp,https://wasp.sh/,wasp-lang/wasp,https://github.com/wasp-lang/wasp,manual,0.99,18139,1425,2026-02-19T09:12:39Z,Significant external contributor community (multiple companies visible)
6089,Codiac,codiac.io,,,no_repo,0.0,,,,No clear OSS repo found
7202,Cerbos,www.cerbos.dev,cerbos/cerbos,https://github.com/cerbos/cerbos,manual,0.99,4223,171,2026-02-16T07:56:20Z,Significant external contributor community
7640,Bruin,https://getbruin.com/,bruin-data/bruin,https://github.com/bruin-data/bruin,manual,0.99,1373,57,2026-02-17T16:41:35Z,Significant external contributor community
5515,GlassFlow,www.glassflow.dev,glassflow/clickhouse-etl,https://github.com/glassflow/clickhouse-etl,manual,0.99,413,25,2026-02-18T16:00:54Z,Mixed maintainership with external contributors
6070,Kill Bill,www.killbill.io,killbill/killbill,https://github.com/killbill/killbill,manual,0.99,5339,897,2025-11-25T07:51:04Z,Mixed maintainership with external contributors (multiple companies visible)
6841,Opsima,www.opsima.ai,,,unresolved,0.0,,,,No clear OSS repo found
4061,Excalidraw,excalidraw.com,excalidraw/excalidraw,https://github.com/excalidraw/excalidraw,manual,0.99,117042,12574,2026-02-17T13:10:05Z,Significant external contributor community (multiple companies visible)
4470,plakar,plakar.io,plakar/kapsule,,manual,0.99,,,,Repo lookup failed
5655,Metify,www.metify.io,,,no_repo,0.0,,,,No clear OSS repo found
6068,Trapezoid,www.trapezoid.com,,,no_repo,0.0,,,,No clear OSS repo found
6088,Authentik Security,goauthentik.io,goauthentik/authentik,https://github.com/goauthentik/authentik,manual,0.99,20191,1479,2026-02-18T21:40:40Z,Mixed maintainership with external contributors
6815,Pipekit,www.pipekit.io,pipekit/pipekit-go,https://github.com/pipekit/pipekit-go,domain_org_match,0.95,0,0,2022-01-13T17:21:24Z,Primarily maintained by core/org team
7223,Marimo,www.marimo.io,marimo-team/marimo,https://github.com/marimo-team/marimo,manual,0.99,19203,923,2026-02-19T04:17:43Z,Mixed maintainership with external contributors (multiple companies visible)
7353,StackBooster,https://stackbooster.io/,stackbooster/xmetaform,https://github.com/stackbooster/xmetaform,domain_org_match,0.9,0,0,2024-08-21T15:14:45Z,Unknown (no contributor data)
7374,Hoppscotch,https://hoppscotch.com,hoppscotch/hoppscotch,https://github.com/hoppscotch/hoppscotch,manual,0.99,77882,5586,2026-02-05T10:09:47Z,Mixed maintainership with external contributors
7394,Unkey,https://www.unkey.com/,unkeyed/unkey,https://github.com/unkeyed/unkey,search_affinity,0.84,5160,600,2026-02-19T06:42:17Z,"Mostly core-team maintained, some external contributions (multiple companies visible)"
7625,NetBird,https://netbird.io/,netbirdio/netbird,https://github.com/netbirdio/netbird,manual,0.99,22703,1110,2026-02-19T07:14:11Z,Significant external contributor community (multiple companies visible)
3896,Cloud 66,cloud66.com,cloud66-oss/habitus,https://github.com/cloud66-oss/habitus,manual,0.99,1391,82,2020-02-05T17:10:28Z,"Mostly core-team maintained, some external contributions (multiple companies visible)"
4288,MaestroDev,https://maestro.dev/,MaestroHQ/maestroapp,https://github.com/MaestroHQ/maestroapp,domain_org_match,0.95,1,0,2016-11-02T04:19:46Z,Primarily maintained by core/org team
4669,TeleportHQ,https://teleporthq.io/,teleporthq/teleport-code-generators,https://github.com/teleporthq/teleport-code-generators,domain_org_match,0.9,1108,185,2026-02-13T13:16:57Z,Mixed maintainership with external contributors (multiple companies visible)
5664,Citeel,www.citeel.com,,,unresolved,0.0,,,,No clear OSS repo found
7204,Continue,www.continue.dev,continuedev/continue,https://github.com/continuedev/continue,manual,0.99,31444,4169,2026-02-18T22:20:46Z,Mixed maintainership with external contributors (multiple companies visible)
7626,Casdoor (Casbin),https://casdoor.org/,casdoor/casdoor,https://github.com/casdoor/casdoor,manual,0.99,13023,1567,2026-02-18T18:13:29Z,"Mostly core-team maintained, some external contributions"
6085,Taubyte,taubyte.com,taubyte/tau,https://github.com/taubyte/tau,domain_org_match,0.95,4972,184,2026-02-15T07:23:30Z,"Mostly core-team maintained, some external contributions"
4118,GO Feature Flag // Kuber //,https://gofeatureflag.org/,thomaspoignant/go-feature-flag,https://github.com/thomaspoignant/go-feature-flag,manual,0.99,1939,200,2026-02-17T01:08:23Z,"Mostly core-team maintained, some external contributions"
4248,KushoAI,https://kusho.ai/,kusho-co/kusho-test-runner,https://github.com/kusho-co/kusho-test-runner,search_affinity,0.84,0,0,2024-11-19T06:27:38Z,Primarily maintained by core/org team
4649,Sylabs (pivot to QLAD),https://sylabs.io/,sylabs/singularity,https://github.com/sylabs/singularity,domain_org_match,0.9,933,112,2026-02-13T12:50:39Z,Significant external contributor community (multiple companies visible)
5962,Kedify (KEDA),https://kedify.io/,kedacore/keda,https://github.com/kedacore/keda,manual,0.99,9918,1319,2026-02-18T13:02:49Z,Significant external contributor community (notable affiliations: Microsoft)
5995,AxisNow,https://www.axisnow.io/,,,unresolved,0.0,,,,No clear OSS repo found
7135,LatenceTech,www.latencetech.com,,,no_repo,0.0,,,,No clear OSS repo found
7249,Kortix,https://www.kortix.com,,,no_repo,0.0,,,,No clear OSS repo found
6028,Zyntra,zyntra.app,,,unresolved,0.0,,,,No clear OSS repo found
